"Seconds","X_Data","Y Data"
"0.0","1023","0"
"1.6237564086914062","1014","1"
"1.6360483169555664","724","0"
"1.6440060138702393","514","0"
"1.6566734313964844","514","0"
"1.6643083095550537","514","0"
"1.676408052444458","309","0"
"1.6885144710540771","112","0"
"1.697937250137329","1","0"
"1.7059259414672852","0","1"
"1.7182960510253906","0","0"
"1.7269527912139893","0","2"
"1.7387053966522217","0","0"
"1.7505719661712646","0","0"
"1.7595188617706299","1","1"
"1.7707500457763672","1","1"
"1.7794444561004639","1","1"
"1.7914741039276123","1","0"
"1.8002986907958984","0","0"
"1.8121700286865234","0","2"
"1.8244538307189941","0","1"
"1.8330507278442383","1","10"
"1.844783067703247","1","73"
"1.856825590133667","0","238"
"1.8668746948242188","0","448"
"1.877798080444336","0","508"
"1.890345573425293","1","509"
"1.899461269378662","0","508"
"1.9103593826293945","0","562"
"1.9205358028411865","0","794"
"1.9318699836730957","1","996"
"1.9437804222106934","2","1022"
"1.9536757469177246","3","1022"
"1.9636518955230713","74","1022"
"1.9756886959075928","300","1023"
"1.9885365962982178","515","1023"
"1.9960644245147705","514","1023"
"2.0092267990112305","515","1023"
"2.021601915359497","600","1023"
"2.0295794010162354","727","1023"
"2.04121732711792","858","1023"
"2.054783344268799","971","1023"
"2.0627458095550537","1023","1023"
"2.0742452144622803","1022","1023"
"2.0865299701690674","1023","1023"
"2.0951876640319824","1023","1023"
"2.107156276702881","1023","1021"
"2.1193535327911377","1023","1017"
"2.127329111099243","1023","924"
"2.13979434967041","1023","773"
"2.148442029953003","1023","634"
"2.16051983833313","1023","508"
"2.1721370220184326","1023","508"
"2.1811697483062744","1023","507"
"2.1931467056274414","1023","242"
"2.201416015625","1023","3"
"2.2134273052215576","1023","0"
"2.2216074466705322","1022","0"
"2.2345664501190186","1023","0"
"2.2424936294555664","881","0"
"2.2546908855438232","670","1"
"2.2625620365142822","514","0"
"2.2746188640594482","514","0"
"2.2872419357299805","395","0"
"2.2959253787994385","112","0"
"2.3079066276550293","1","0"
"2.3162100315093994","0","1"
"2.3241560459136963","0","0"
"2.3362843990325928","0","1"
"2.3485114574432373","0","0"
"2.357292413711548","1","1"
"2.3692636489868164","0","1"
"2.378241777420044","1","2"
"2.3898682594299316","0","0"
"2.3983569145202637","0","2"
"2.410642623901367","1","38"
"2.422372817993164","0","144"
"2.4346964359283447","1","255"
"2.443375825881958","0","435"
"2.4558804035186768","0","509"
"2.463824987411499","0","509"
"2.4760382175445557","1","509"
"2.4880857467651367","1","509"
"2.4965152740478516","0","509"
"2.5081307888031006","0","722"
"2.518075942993164","0","962"
"2.528559923171997","1","1023"
"2.541534423828125","0","1022"
"2.5532772541046143","88","1023"
"2.562382221221924","374","1023"
"2.5744447708129883","515","1022"
"2.5861589908599854","514","1023"
"2.598592758178711","515","1023"
"2.607581853866577","626","1023"
"2.619551658630371","755","1023"
"2.6275742053985596","892","1023"
"2.639493227005005","990","1023"
"2.6524994373321533","1023","1023"
"2.664041757583618","1022","1023"
"2.6725237369537354","1023","1023"
"2.6842265129089355","1023","994"
"2.692676544189453","1023","922"
"2.7056539058685303","1023","818"
"2.717555522918701","1023","744"
"2.727308750152588","1023","673"
"2.738931894302368","1023","548"
"2.7459959983825684","1023","508"
"2.7589774131774902","1023","508"
"2.770988941192627","1023","508"
"2.7799744606018066","1023","432"
"2.7919423580169678","1023","280"
"2.8029141426086426","1023","77"
"2.811892032623291","1022","0"
"2.8198800086975098","1023","2"
"2.8315207958221436","1023","0"
"2.844620943069458","984","0"
"2.852604866027832","831","1"
"2.86103892326355","630","0"
"2.8738503456115723","514","0"
"2.8854470252990723","514","0"
"2.8934338092803955","513","0"
"2.9058480262756348","249","0"
"2.9148247241973877","7","0"
"2.926088571548462","0","0"
"2.9346742630004883","0","0"
"2.946636199951172","0","1"
"2.955569267272949","0","1"
"2.966862916946411","1","0"
"2.975839614868164","0","0"
"2.9877116680145264","0","1"
"3.000162124633789","0","1"
"3.008728504180908","0","0"
"3.020700693130493","0","14"
"3.032888889312744","0","99"
"3.0423059463500977","0","230"
"3.053170680999756","0","396"
"3.065434455871582","1","507"
