"Seconds","X_Data","Y Data"
"0.0","509","515"
"0.22041106224060059","509","515"
"0.22240519523620605","509","515"
"0.36003851890563965","509","515"
"0.361034631729126","509","516"
"0.45179104804992676","510","517"
"0.452789306640625","510","517"
"0.542548656463623","509","517"
"0.5435476303100586","510","516"
"0.6113641262054443","509","516"
"0.6123621463775635","509","515"
"0.6781949996948242","510","516"
"0.6791839599609375","509","515"
"0.7440202236175537","510","516"
"0.7450077533721924","510","517"
"0.8128376007080078","511","517"
"0.8128376007080078","509","515"
"0.8796563148498535","509","515"
"0.880652666091919","509","515"
"0.9590399265289307","509","515"
"0.9600319862365723","509","516"
"1.0352509021759033","510","517"
"1.0362460613250732","510","517"
"1.1299946308135986","509","517"
"1.1319894790649414","510","516"
"1.2147669792175293","-1","-1"
"1.5106375217437744","510","517"
"1.682241439819336","510","516"
"1.683271884918213","509","515"
"1.75006103515625","510","515"
"1.751056432723999","509","515"
"1.843897819519043","509","515"
"1.8448913097381592","510","515"
"1.9206891059875488","510","517"
"1.9216854572296143","509","517"
"2.0421078205108643","509","515"
"2.0421078205108643","510","516"
"2.129007577896118","509","515"
"2.1299996376037598","510","516"
"2.2290475368499756","509","515"
"2.230043649673462","511","517"
"2.3601889610290527","510","517"
"2.36118745803833","510","515"
"2.430339813232422","509","515"
"2.430339813232422","509","515"
"2.5804216861724854","509","515"
"2.5814194679260254","509","515"
"2.6422605514526367","510","516"
"2.643259286880493","510","517"
"2.732279062271118","509","517"
"2.7332763671875","509","515"
"2.8620660305023193","510","516"
"2.863062620162964","509","515"
"2.940056562423706","510","516"
"2.941049814224243","510","515"
"3.0714056491851807","511","516"
"3.072404623031616","510","517"
"3.1451504230499268","510","515"
"3.146113395690918","509","515"
"3.238245725631714","509","515"
"3.238245725631714","509","515"
"3.3719701766967773","509","515"
"3.373000144958496","510","517"
"3.4479289054870605","510","517"
"3.4479289054870605","510","517"
"3.5726029872894287","509","515"
"3.5736324787139893","510","516"
"3.6441590785980225","509","515"
"3.645155429840088","510","516"
"3.783371686935425","510","515"
"3.7843692302703857","511","517"
"3.8540124893188477","510","517"
"3.855010747909546","509","515"
"3.989955425262451","509","515"
"3.990953207015991","509","515"
"4.063315153121948","509","516"
"4.063315153121948","509","515"
"4.181179523468018","510","517"
"4.182177305221558","510","517"
"4.271277666091919","510","516"
"4.27227258682251","509","515"
"4.35898756980896","510","516"
"4.35898756980896","509","515"
"4.494796514511108","510","515"
"4.495795488357544","510","515"
"4.568474292755127","511","517"
"4.568474292755127","509","517"
"4.662102460861206","510","515"
"4.6631019115448","509","515"
"4.8093483448028564","510","515"
"4.810109615325928","509","516"
"4.872946739196777","510","515"
"4.87394380569458","511","518"
"5.001696825027466","511","658"
"5.002694845199585","383","1023"
"5.09045672416687","366","1023"
"5.091454267501831","58","1023"
"5.174775838851929","3","1023"
"5.175774097442627","5","666"
"5.3095457553863525","4","515"
"5.310541391372681","510","323"
"5.371797561645508","509","322"
"5.3727943897247314","510","404"
"5.473005771636963","510","515"
"5.474001407623291","885","588"
"5.607554912567139","1023","1008"
"5.608550071716309","1023","1023"
"5.673766613006592","1023","1023"
"5.6747612953186035","806","1023"
"5.7799601554870605","511","1023"
"5.780897378921509","510","1023"
"5.8784730434417725","223","1023"
"5.879448890686035","183","1023"
"6.013562440872192","448","803"
"6.014559030532837","509","515"
"6.085060119628906","510","515"
"6.086065292358398","511","291"
"6.1807379722595215","508","1"
"6.182729721069336","971","3"
"6.30982232093811","992","2"
"6.310819387435913","1020","4"
"6.385514497756958","511","518"
"6.387510061264038","512","518"
"6.487631797790527","511","518"
"6.488628625869751","511","516"
"6.6455347537994385","510","516"
"6.646534204483032","510","516"
"6.735294818878174","510","516"
"6.737291097640991","687","441"
"6.820067644119263","713","329"
"6.822064638137817","713","277"
"6.898593425750732","698","278"
"6.899587869644165","509","401"
"7.002045392990112","509","513"
"7.003040552139282","509","515"
"7.100396156311035","590","515"
"7.101393699645996","1022","515"
"7.2077577114105225","1022","516"
"7.2077577114105225","1023","516"
"7.337798833847046","1023","470"
"7.338829755783081","956","341"
"7.403958320617676","605","312"
"7.403958320617676","583","303"
"7.507004737854004","583","303"
"7.5080389976501465","590","304"
"7.632850646972656","708","305"
"7.632850646972656","1023","299"
"7.712467908859253","1023","278"
"7.7134997844696045","1022","167"
"7.8318400382995605","1023","143"
"7.8328375816345215","1022","122"
"7.912045001983643","1023","123"
"7.913721323013306","1023","127"
"8.018789052963257","1023","181"
"8.019822120666504","1023","298"
"8.150049924850464","1023","397"
"8.15104866027832","1023","517"
"8.225847482681274","1023","515"
"8.226882696151733","878","515"
"8.315123796463013","509","515"
"8.31611943244934","510","515"
"8.437697172164917","510","515"
"8.438693046569824","510","517"
"8.5264573097229","509","516"
"8.528451204299927","508","146"
"8.62865138053894","508","3"
"8.629651546478271","616","4"
"8.736148834228516","759","2"
"8.73714566230774","603","517"
"8.828519582748413","510","517"
"8.829519510269165","509","515"
"8.960802793502808","509","816"
"8.960802793502808","509","982"
"9.031705379486084","204","1002"
"9.032702922821045","4","876"
"9.133581161499023","5","565"
"9.134613275527954","111","516"
"9.242523193359375","510","314"
"9.242523193359375","509","138"
"9.330644130706787","695","37"
"9.331641435623169","1020","45"
"9.438785076141357","1023","517"
"9.439783334732056","1023","591"
"9.545197010040283","1022","1023"
"9.546153545379639","840","1023"
"9.635323524475098","511","1023"
"9.636360883712769","394","1023"
"9.761235237121582","37","1023"
"9.762235641479492","3","613"
"9.841336250305176","126","516"
"9.842332124710083","511","398"
"9.94412350654602","509","28"
"9.945151567459106","753","5"
"10.059833288192749","957","2"
"10.060831546783447","1023","4"
"10.145663022994995","1021","284"
"10.146660327911377","1023","518"
"10.287658929824829","917","840"
"10.287658929824829","511","1023"
"10.346505880355835","510","1023"
"10.347543239593506","249","1023"
"10.44843053817749","34","906"
"10.449427366256714","5","515"
"10.581342697143555","357","516"
"10.582339763641357","510","178"
"10.651729345321655","511","7"
"10.65273642539978","875","6"
"10.7499418258667","1022","4"
"10.7499418258667","1023","471"
"10.866114377975464","924","516"
"10.867114543914795","896","891"
"10.952929019927979","834","1023"
"10.953924179077148","511","1023"
"11.097085952758789","510","1023"
"11.098083734512329","168","1023"
"11.15891981124878","142","620"
"11.15891981124878","479","516"
"11.268160820007324","509","515"
"11.269153833389282","509","399"
"11.36416220664978","510","58"
"11.36516261100769","510","6"
"11.47641658782959","720","4"
"11.477454662322998","866","3"
"11.586891412734985","1022","3"
"11.587884426116943","1022","74"
"11.670239448547363","1023","517"
"11.671234369277954","924","674"
"11.765588760375977","511","956"
"11.767583847045898","510","1023"
"11.891592025756836","344","1023"
"11.891592025756836","2","1023"
"11.974500179290771","3","834"
"11.97549819946289","5","516"
"12.071909427642822","213","516"
"12.071909427642822","510","228"
"12.189343690872192","508","2"
"12.190340995788574","509","3"
"12.282196760177612","696","2"
"12.283194541931152","926","3"
"12.380931615829468","1022","4"
"12.38193130493164","1023","326"
"12.484704732894897","629","516"
"12.486660242080688","510","516"
"12.580739736557007","509","515"
"12.581740379333496","510","516"
"12.697033405303955","413","515"
"12.698063611984253","404","516"
"12.781923532485962","404","517"
"12.782922267913818","402","435"
"12.90149211883545","391","110"
"12.90149211883545","391","4"
"12.980409145355225","409","0"
"12.981406688690186","509","3"
"13.086888551712036","509","3"
"13.087881565093994","649","4"
"13.202359199523926","650","398"
"13.202359199523926","510","516"
"13.290128707885742","509","621"
"13.291126012802124","509","1003"
"13.397452116012573","511","1023"
"13.397452116012573","187","1023"
"13.520113229751587","5","1023"
"13.521146535873413","4","733"
"13.596394538879395","1","515"
"13.596394538879395","359","342"
"13.69430422782898","508","57"
"13.695298194885254","509","4"
"13.831650257110596","585","2"
"13.831650257110596","798","2"
"13.896096229553223","968","12"
"13.896096229553223","1005","514"
"14.035165309906006","964","516"
"14.036164045333862","835","856"
"14.099990606307983","511","1023"
"14.100987672805786","510","1023"
"14.234432458877563","192","1023"
"14.234432458877563","6","753"
"14.300800561904907","73","515"
"14.30176329612732","438","506"
"14.444596767425537","509","118"
"14.444596767425537","509","2"
"14.508732318878174","538","3"
"14.509730339050293","819","1"
"14.605647563934326","1023","2"
"14.606630325317383","1022","515"
"14.732946395874023","779","516"
"14.733944416046143","509","863"
"14.818755626678467","510","1023"
"14.81975531578064","222","1023"
"14.910444974899292","4","1023"
"14.91148066520691","1","990"
"15.01064157485962","1","592"
"15.011637687683105","1","514"
"15.110501050949097","93","75"
"15.111484289169312","505","4"
"15.216708421707153","508","1"
"15.217745304107666","634","1"
"15.356674909591675","685","460"
"15.356674909591675","566","515"
"15.434466123580933","510","797"
"15.43546438217163","510","1023"
"15.52726674079895","450","1023"
"15.52726674079895","7","1023"
"15.657567024230957","1","1023"
"15.657567024230957","1","567"
"15.72278118133545","207","514"
"15.72278118133545","508","225"
"15.864939212799072","510","5"
"15.866905927658081","510","2"
"15.931724071502686","694","41"
"15.932724475860596","708","515"
"16.02629041671753","710","515"
"16.02629041671753","722","976"
"16.129317045211792","687","1023"
"16.129317045211792","510","1023"
"16.23127770423889","510","1023"
